LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
RJS1B2NDSZ,61,76888,84801,731,114,3,2.22,48,0.45,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
VYP1P5PX96,32,142549,32911,761,100,4,12.27,48,0.47,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,1
HT60DJ47IG,68,71435,62188,644,61,4,19.01,12,0.77,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,1
ZC4389K7NU,45,33682,222767,367,115,4,12.86,60,0.38,High School,Full-time,Single,No,Yes,Other,Yes,0
LPW5RYWXCT,35,113013,223546,517,29,3,15.33,12,0.29,PhD,Self-employed,Divorced,No,Yes,Education,No,0
WSC292B496,42,81124,111763,838,9,2,5.18,36,0.42,High School,Unemployed,Single,No,No,Other,Yes,0
9YRK89TUTL,21,113819,92924,724,79,1,20.87,12,0.87,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
LUKWBB4E2H,36,67187,101431,742,110,1,17.67,60,0.81,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
LV71SO4YOP,34,126830,54264,627,39,4,17.94,48,0.7,Master's,Unemployed,Married,No,No,Education,No,0
NG7Y8J9DGV,59,135403,26242,822,68,4,16.69,60,0.14,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
WJKLMCPZJC,61,135680,183803,306,76,1,17.67,24,0.79,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
OJR5FW6F4Y,56,71717,62955,460,25,2,19.68,48,0.39,PhD,Part-time,Divorced,No,Yes,Home,No,0
V7SDNFBBZU,61,126546,50479,688,2,1,9.72,36,0.75,Master's,Full-time,Single,No,No,Auto,Yes,0
WPM3520HKY,43,137961,104961,760,3,1,7.7,12,0.87,High School,Self-employed,Divorced,Yes,No,Education,Yes,0
P1Z781ABYS,31,115758,149099,349,36,4,15.5,60,0.17,High School,Full-time,Single,No,No,Education,No,0
BVWCL48U0W,33,125009,186355,382,56,4,14.57,60,0.18,High School,Part-time,Divorced,No,Yes,Education,Yes,0
VVQ5ZU9NFE,44,61665,121913,643,25,1,13.51,60,0.86,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0
4271EC42VJ,34,69182,73687,639,13,4,7.07,24,0.76,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
1EU6VCN0LC,26,134158,136557,444,97,3,14.33,60,0.12,PhD,Self-employed,Married,No,Yes,Other,No,0
6X5805S45U,66,96704,120286,652,38,2,9.21,24,0.39,High School,Part-time,Divorced,No,Yes,Education,Yes,0
7PJ5YTLBDJ,31,100812,205083,347,63,4,22.4,48,0.24,High School,Full-time,Single,No,No,Education,Yes,0
ZRXFGVU2Q5,49,90474,152956,764,51,2,3.1,36,0.2,PhD,Full-time,Divorced,Yes,Yes,Other,No,0
RD4YMPL9CJ,31,67992,6670,780,14,1,20.26,48,0.53,PhD,Full-time,Single,Yes,Yes,Business,No,0
1T2OYVFT9J,30,144428,78321,726,94,3,16.77,60,0.22,PhD,Part-time,Married,Yes,No,Home,No,0
CX0A7ZNGXH,67,44507,115821,681,8,1,9.18,48,0.31,Bachelor's,Part-time,Married,Yes,No,Education,No,0
9PMPTFBW67,66,117842,243539,643,4,3,12.17,48,0.17,High School,Part-time,Single,No,No,Education,Yes,1
RM5VJ1L9IZ,26,44497,115497,343,20,1,17.31,36,0.58,Master's,Self-employed,Divorced,Yes,No,Education,No,0
OUDTPNJS38,66,136440,58298,784,1,3,16.1,12,0.25,PhD,Unemployed,Single,Yes,No,Business,No,0
8TU936X01X,27,25983,180645,680,16,3,8.34,60,0.25,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,0
H4QFO9WBL1,48,118956,112268,819,32,2,22.11,24,0.75,PhD,Self-employed,Single,No,No,Business,Yes,0
38O6AFPJ5F,38,36072,200273,761,24,3,4.56,48,0.3,Master's,Self-employed,Married,No,Yes,Business,Yes,0
YN0H2HFJFJ,30,62133,244707,701,118,2,10.05,48,0.17,PhD,Full-time,Married,Yes,No,Education,No,0
TTQAZ9JTES,63,145447,111301,392,118,1,2.06,60,0.19,High School,Self-employed,Single,Yes,No,Other,No,0
3O7REHC6RQ,26,30258,28710,729,117,4,7.52,12,0.8,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
ON5ZFLVR3S,38,142868,220140,724,36,4,9.6,60,0.3,High School,Full-time,Single,No,No,Home,Yes,0
ECAQZQAPGI,42,61648,57227,630,54,1,3.06,24,0.55,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
7PVC7X6GFN,39,140405,163841,848,99,3,14.1,36,0.8,High School,Full-time,Divorced,No,Yes,Business,Yes,0
1HODEOF0JG,37,138449,86856,828,110,3,24.03,12,0.22,Master's,Full-time,Divorced,No,No,Education,No,0
J4KOF75MD9,59,121735,199940,598,108,3,19.42,36,0.28,PhD,Full-time,Divorced,No,No,Other,Yes,0
4IUG9YNRNB,62,134860,211276,351,44,4,22.68,48,0.13,PhD,Part-time,Single,No,No,Other,Yes,0
LYG7HEB4M2,69,105540,160673,564,102,4,19.24,12,0.27,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
VTFU1T1NDY,48,116347,144259,658,46,4,21.29,36,0.21,PhD,Full-time,Divorced,No,No,Other,No,0
AUHT9WG4AU,64,46267,123168,421,35,2,18.96,24,0.6,Bachelor's,Self-employed,Divorced,No,No,Other,No,0
HLVCKHKBBW,62,82959,104974,408,104,1,8.09,36,0.28,High School,Unemployed,Single,No,No,Business,Yes,0
6KYPB3RGS6,39,31783,60557,728,41,4,24.54,12,0.69,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0
VKLYYMU5IS,44,39636,128885,381,81,4,2.95,24,0.63,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
NY2HKGHR45,29,58524,167397,581,6,4,2.61,36,0.1,High School,Part-time,Married,No,No,Other,No,0
I60EK4O2DK,38,106955,131526,782,50,1,21.47,60,0.76,High School,Part-time,Divorced,No,No,Home,Yes,0
Q5C5EJVC9X,64,37209,30578,508,83,4,12.51,48,0.76,Master's,Part-time,Married,Yes,No,Auto,No,0
K9TOKKODR5,51,106658,130347,723,61,3,18.82,36,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,0
752DCLSAVP,63,52523,40595,695,31,2,19.01,60,0.52,PhD,Self-employed,Married,No,Yes,Education,No,0
XL7WD00DOH,35,147897,226346,341,84,2,13.93,24,0.11,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
BUE30SZ0FL,24,41143,12626,360,17,3,23.86,60,0.16,Master's,Part-time,Single,Yes,Yes,Education,No,0
WFLIXJIX21,43,68699,7783,758,18,4,13.96,36,0.54,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
I6TO74E78K,41,135830,195660,655,53,4,7.75,24,0.42,High School,Part-time,Divorced,Yes,Yes,Education,Yes,0
8J4YHY6CRC,20,30240,217245,574,68,3,3.88,12,0.73,Bachelor's,Part-time,Married,Yes,No,Business,No,1
XCPG7UAX1T,45,102917,35006,711,39,1,15.44,48,0.34,High School,Full-time,Divorced,No,Yes,Business,Yes,0
G3V0M8078N,25,129175,149258,326,107,4,7.72,24,0.13,Master's,Self-employed,Divorced,No,Yes,Other,No,0
ZSID95JGUK,18,120725,93659,761,61,3,3.4,36,0.58,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
3C53FXAVGM,66,85138,137976,539,10,1,15.56,24,0.19,Master's,Part-time,Single,Yes,No,Home,Yes,0
C6AK579UES,53,15765,134727,425,84,4,7.29,36,0.79,PhD,Self-employed,Single,No,Yes,Business,Yes,0
TKEPKLHNHX,57,67412,163575,665,33,2,22.7,24,0.48,High School,Part-time,Single,Yes,No,Other,No,0
LBE62OD3RK,46,67730,246080,808,60,4,21.1,24,0.15,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
FZKBHXEFVV,26,90518,106509,539,3,3,21.38,48,0.13,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0
G8NMUGU02Q,26,34099,228101,796,55,1,14.02,36,0.33,High School,Unemployed,Married,No,No,Home,Yes,0
FJHQDYTFUM,26,132134,148674,732,107,3,2.39,12,0.22,High School,Unemployed,Married,Yes,No,Auto,No,0
0TJFXTQBBE,25,142298,160384,651,45,1,20.24,48,0.33,PhD,Full-time,Divorced,Yes,Yes,Other,No,0
1JC7LGMCW7,21,66504,41230,572,39,3,16.13,48,0.81,PhD,Self-employed,Single,No,Yes,Education,Yes,0
4SBA7P03NV,62,118140,65998,697,53,2,4.06,12,0.64,High School,Self-employed,Single,Yes,No,Other,Yes,0
DCNSK3R8NF,33,33522,90094,449,85,4,5.57,60,0.39,Bachelor's,Part-time,Single,No,No,Other,No,0
MSPXD1APS2,47,99092,113171,673,47,4,11.73,12,0.32,PhD,Unemployed,Divorced,No,No,Education,Yes,0
LGWA5NZHND,27,146744,151804,485,112,4,21.38,48,0.79,Master's,Self-employed,Divorced,No,Yes,Home,No,0
4BDF699FI6,51,60563,103796,484,39,3,16.19,36,0.45,High School,Self-employed,Married,No,Yes,Auto,No,0
AAR2LC9TZ7,41,110672,93394,347,104,1,4.38,48,0.47,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
VCYBFNH3TS,66,125262,242009,620,7,3,18.5,36,0.7,PhD,Part-time,Single,Yes,Yes,Business,No,0
EUYQE3NWI8,55,126678,48545,455,40,1,12.16,12,0.75,PhD,Part-time,Single,No,Yes,Business,Yes,1
TZAU7FNGN2,48,108777,38118,344,90,1,13.96,24,0.31,High School,Unemployed,Married,No,No,Other,No,0
RMBAZSV9QY,22,123601,246435,324,75,4,15.87,24,0.48,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
KRVIJTKQJT,61,37033,31002,370,100,3,8.6,24,0.19,High School,Self-employed,Single,Yes,Yes,Auto,No,0
SHJKM3LDQP,60,58443,155406,342,91,2,2.81,48,0.66,PhD,Part-time,Single,No,Yes,Auto,Yes,0
9RRCSSKGIF,64,142777,209429,312,0,4,14.84,36,0.65,PhD,Self-employed,Divorced,Yes,No,Home,No,0
6R3LUNEBQ7,24,53744,174609,701,51,2,22.41,60,0.68,High School,Self-employed,Married,Yes,No,Home,Yes,0
A66Z6CFYGB,68,52335,215352,481,47,4,16.77,36,0.41,Bachelor's,Self-employed,Divorced,No,No,Home,No,0
1AMZGC6EHV,19,85583,198517,698,13,4,15.1,24,0.62,Master's,Self-employed,Married,No,No,Auto,No,1
GOBSYIL7IN,24,113682,23938,591,116,4,19.99,48,0.73,Bachelor's,Full-time,Married,No,No,Auto,Yes,0
UHDMKMT2GM,67,40749,159638,663,12,2,19.79,60,0.89,High School,Full-time,Single,Yes,No,Business,No,0
GMLA98SI1A,67,120872,77486,414,57,3,2.28,24,0.19,Master's,Full-time,Divorced,No,No,Auto,No,0
YKQZECM6X8,49,55574,17322,740,35,3,13.94,12,0.15,High School,Full-time,Married,No,No,Business,Yes,0
E5HWDUGEY4,38,50746,67601,764,106,4,15.79,48,0.58,PhD,Full-time,Single,No,No,Home,Yes,0
Z3MYHUXBIO,36,25377,143065,376,24,4,3.49,36,0.61,Master's,Full-time,Single,Yes,Yes,Home,No,0
LRLZ69ULZK,50,71957,25557,827,31,4,7.74,48,0.75,High School,Part-time,Divorced,Yes,Yes,Home,No,0
Z9E750W89A,19,80307,99213,812,51,1,7.86,12,0.78,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
22W9VMYZ91,58,26603,232438,591,4,4,3.28,24,0.33,High School,Part-time,Single,No,No,Auto,Yes,0
O0VFG8D5MW,33,53155,230842,557,56,1,17.38,48,0.28,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
ICZFNK8VDM,29,18503,173224,694,46,4,14.66,12,0.57,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
AKOKATC804,31,96457,121028,699,51,3,9.06,36,0.35,Bachelor's,Full-time,Divorced,No,No,Home,No,0
WZ6P0IS8D3,53,87167,116729,713,34,3,13.15,24,0.55,High School,Self-employed,Divorced,Yes,No,Business,No,0
QO3Q8Q7C3W,21,84271,52426,713,90,1,20.56,60,0.63,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
I38UVM1Q66,40,119954,163064,425,46,2,3.95,36,0.35,Master's,Unemployed,Married,Yes,No,Auto,No,0
N99RX6VGH0,36,89115,197975,486,90,3,17.5,36,0.81,PhD,Full-time,Divorced,No,Yes,Other,Yes,0
1UPT4MJAV8,38,83687,60243,687,2,4,22.03,60,0.58,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
8F4QUF3BND,35,32751,71146,757,117,3,19.73,48,0.44,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
3Y2QK1DC1N,37,91848,219577,626,111,2,8.04,60,0.26,PhD,Part-time,Single,No,Yes,Other,No,0
OGUQX6JIXX,47,141546,182463,834,82,1,5.46,60,0.57,High School,Full-time,Single,Yes,No,Education,Yes,1
V8449JMTU1,65,97178,140099,488,60,1,13.11,48,0.18,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
7MRJ6M1U7Z,19,60245,71322,512,4,2,14.97,12,0.32,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
HO03TDG9H5,34,112110,100208,814,74,1,19.07,24,0.36,High School,Self-employed,Divorced,No,Yes,Other,Yes,0
3UBYZPGB3N,69,47373,201541,643,91,2,4.92,36,0.78,PhD,Part-time,Married,Yes,No,Auto,No,0
APCFAT1V8K,29,27600,76659,616,63,4,20.4,60,0.11,PhD,Full-time,Married,No,No,Business,No,1
75YOU7JHS7,29,24501,222513,492,4,3,20.32,36,0.8,High School,Full-time,Single,Yes,No,Education,Yes,0
YCLSWJ9D6K,48,22567,89794,782,19,3,24.8,36,0.81,High School,Full-time,Divorced,Yes,Yes,Education,No,0
ZKSYWJH6TN,61,32553,217909,597,17,4,10.11,36,0.55,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,0
N4MICRIPAS,69,131611,225961,568,77,3,3.27,48,0.74,Bachelor's,Full-time,Single,No,Yes,Other,No,0
USAGQIZHGX,58,95058,123489,634,119,2,9.06,24,0.33,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
RDK9BKFL0V,37,145309,81618,516,81,3,12.1,24,0.7,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
9C6IR19R1M,58,84916,218722,493,49,1,5.16,24,0.64,Bachelor's,Unemployed,Married,No,No,Education,No,0
DKVDN5EL1L,29,120340,184257,509,4,4,2.45,60,0.41,High School,Full-time,Married,No,No,Education,No,0
B6V73HSH25,20,31049,185625,602,17,1,13.1,24,0.79,PhD,Unemployed,Single,Yes,No,Other,Yes,0
PRF588IALO,55,122177,41708,308,51,1,8.93,24,0.35,Master's,Self-employed,Married,No,Yes,Other,Yes,0
L88LTOTWZX,63,98637,245267,538,30,2,12.93,24,0.56,Master's,Full-time,Single,No,Yes,Home,Yes,0
RJTS2ZQ9CV,32,147593,231949,343,116,2,5.89,48,0.52,PhD,Full-time,Single,Yes,No,Education,No,0
2GX0AACRPL,29,45431,180100,543,103,1,11.67,12,0.25,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
8AJ4TCZPYW,24,38049,144966,420,62,2,4.89,60,0.37,PhD,Unemployed,Married,Yes,Yes,Business,No,0
Z8G7I9N848,46,72260,124810,337,68,1,6.06,48,0.43,High School,Unemployed,Single,No,No,Other,No,0
9YCV2ZWBNB,23,138770,15244,775,78,1,7.17,48,0.27,Bachelor's,Part-time,Married,No,No,Other,No,0
TT5WNV3ZB2,18,145177,76954,641,85,3,14.88,48,0.76,High School,Full-time,Married,Yes,No,Other,No,0
F3JZ4BPVJZ,46,149094,186908,343,79,4,2.49,12,0.67,Bachelor's,Part-time,Single,Yes,No,Other,No,1
VTOWQTII5D,25,93496,214856,715,37,2,16.44,36,0.52,Bachelor's,Unemployed,Married,No,Yes,Home,No,0
5FXV3PFZU6,66,92222,144029,308,52,4,9.38,36,0.41,Master's,Self-employed,Single,Yes,No,Business,Yes,0
MZ4WIU88R5,53,136843,213106,398,106,3,9.91,24,0.46,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
Z9NRYM7EW9,69,82922,141904,567,35,4,21.97,12,0.13,PhD,Self-employed,Married,No,Yes,Education,No,0
A9WZ0KAMD9,63,86520,8346,735,72,2,15.89,36,0.26,PhD,Full-time,Married,No,Yes,Home,Yes,0
L2Q1VD7V5V,45,106391,205737,761,92,1,9.69,36,0.89,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
N032I7TW4N,50,120509,63631,505,39,1,8.56,12,0.74,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,0
OEEKKCAOY9,22,48197,165750,767,90,1,22.53,60,0.39,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes,1
2EX836UWFV,69,130279,77557,768,39,1,6.94,60,0.49,Master's,Unemployed,Divorced,Yes,No,Auto,No,0
TGO0GVZTR0,56,115831,83437,646,107,3,20.8,48,0.83,Bachelor's,Part-time,Single,No,No,Business,No,0
FFVSPUV9V7,52,62573,78756,384,71,4,18.89,48,0.42,PhD,Part-time,Married,No,No,Auto,Yes,0
WJGREU9JK8,31,120972,111007,440,34,4,24.71,36,0.3,PhD,Part-time,Married,No,Yes,Home,No,0
T35YPQOLZG,34,51528,60629,724,95,2,8.44,60,0.25,High School,Self-employed,Married,No,No,Auto,No,0
KLQS9NWLV5,24,98728,216178,553,32,3,7.97,24,0.63,PhD,Self-employed,Divorced,No,No,Home,Yes,0
6GNIOWX2J6,38,140844,239745,573,108,4,3.91,48,0.13,High School,Full-time,Single,No,Yes,Education,Yes,0
JLSF87VC5G,37,128688,116800,540,4,4,11.33,36,0.84,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
RNACXTP3G6,36,67025,184628,427,93,3,7.8,60,0.52,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
UQR1CUMIAL,58,41368,122629,797,38,2,5.02,60,0.57,Master's,Self-employed,Single,No,No,Auto,Yes,0
SIA1QGDYRM,19,113054,249242,705,111,2,20.78,48,0.24,High School,Part-time,Divorced,Yes,Yes,Other,Yes,1
C38TYLEQBH,44,110010,116325,463,97,1,23.75,24,0.65,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
OKSMYU81EA,49,93352,223250,366,44,2,2.15,60,0.74,High School,Unemployed,Divorced,No,No,Business,No,0
EPECAVXKA1,35,74960,197858,331,91,1,19.67,12,0.11,High School,Full-time,Single,Yes,No,Auto,Yes,0
M1QZK8PAU1,43,80365,54526,646,103,4,10.65,12,0.21,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
XB8PTLKVBT,36,21151,217480,439,73,2,4.4,24,0.33,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
8HMSU1BFO7,32,143192,107413,732,63,2,16.87,12,0.82,Bachelor's,Part-time,Single,No,No,Home,Yes,0
RAA1LD9ZN9,30,45274,110939,337,7,1,15.84,60,0.8,High School,Part-time,Single,Yes,Yes,Other,No,0
4RFW9HM2YF,50,82539,170143,475,97,2,24.73,48,0.56,High School,Full-time,Divorced,Yes,Yes,Business,No,0
B6LRADTITS,27,45425,54916,767,44,2,4.88,12,0.21,High School,Self-employed,Married,Yes,No,Business,Yes,0
08AOZVIOSW,51,16430,94800,363,107,2,2.84,60,0.9,PhD,Part-time,Married,No,Yes,Home,No,0
EPARXV7V34,35,45113,172008,481,56,1,12.09,24,0.26,PhD,Unemployed,Single,No,Yes,Education,Yes,0
QUZ7ITTJ0E,36,103334,130869,564,21,4,12.64,60,0.74,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
20BIBM0KWE,68,143744,75001,680,106,3,23.51,60,0.11,Master's,Self-employed,Married,No,Yes,Auto,Yes,0
5J0GTUQNYZ,19,65899,245828,366,65,1,22.11,36,0.83,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
NYAVLBIOLI,47,40918,24911,767,118,1,12.71,60,0.87,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
8CM7BNHP2J,40,77502,116060,812,3,3,13.74,24,0.33,High School,Unemployed,Single,No,Yes,Education,No,0
GYCWJHW846,20,131190,94405,696,106,2,9.49,24,0.87,PhD,Part-time,Single,Yes,No,Home,Yes,1
F83IPP79VP,37,89613,94493,448,35,3,10.16,12,0.19,High School,Unemployed,Married,Yes,Yes,Business,No,0
ZR1RLZMR1L,32,52262,125342,538,1,2,7.18,24,0.89,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
RW31Y5APHL,49,57321,59015,596,36,3,24.08,48,0.38,High School,Self-employed,Single,No,No,Education,Yes,1
T8KNBLAQGP,22,26351,27263,700,11,3,15.19,12,0.52,Master's,Self-employed,Single,Yes,No,Auto,Yes,0
SGYU0UJZDX,19,141505,65441,662,66,3,19.1,48,0.76,High School,Full-time,Divorced,Yes,Yes,Business,No,0
65FHQE997L,21,52961,89668,655,58,4,7.47,60,0.57,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
DTLOBAUANG,33,39467,89547,338,23,4,21.18,36,0.31,Bachelor's,Part-time,Single,No,No,Other,No,0
EJC2ND9BMZ,56,123445,202199,630,70,1,16.62,48,0.45,Bachelor's,Full-time,Single,No,Yes,Home,No,0
AIGFQG4LIB,60,106493,58907,649,66,1,9.52,48,0.59,Master's,Part-time,Single,No,Yes,Education,Yes,0
T9U50HFT8E,33,37218,100093,363,16,2,24.49,60,0.66,High School,Self-employed,Single,No,Yes,Auto,No,1
0U3ELCTCQX,50,95194,189862,353,84,1,15.28,48,0.71,Bachelor's,Part-time,Single,No,No,Education,No,0
2S6IBAOZ5T,47,127271,143348,818,117,4,19.71,60,0.88,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
DRLUV6ML69,40,122437,16089,802,5,2,23.92,12,0.63,PhD,Part-time,Married,Yes,No,Auto,Yes,0
NGBSCAHIC7,65,59898,118082,754,104,2,10.88,12,0.88,Bachelor's,Full-time,Married,Yes,No,Business,No,0
6GC11VTU5R,39,108861,114845,375,31,4,12.05,12,0.49,PhD,Full-time,Divorced,Yes,No,Home,Yes,1
85TQGPWPN2,66,66887,120199,377,39,3,14.38,36,0.3,High School,Self-employed,Single,No,Yes,Education,No,0
DS1CGI3SLS,29,106801,75124,573,11,2,9.57,24,0.55,PhD,Part-time,Single,No,Yes,Other,No,0
2XS6ZLTDXL,61,123438,135109,517,114,2,21.49,12,0.81,PhD,Full-time,Married,Yes,No,Other,No,0
8WC8HGW9PT,26,133444,227318,791,8,1,2.96,12,0.17,Master's,Self-employed,Married,No,No,Auto,Yes,0
V4A9ECTH6T,55,71764,38654,333,12,3,5.6,60,0.23,PhD,Part-time,Divorced,Yes,Yes,Other,No,0
M2DR7NTOIB,67,18235,227169,362,67,1,12.64,24,0.79,Master's,Part-time,Divorced,Yes,No,Other,Yes,0
D7EQHI4HEF,41,104286,34517,602,34,3,9.3,60,0.38,Master's,Self-employed,Divorced,No,No,Home,Yes,1
N2MKMXWMFY,26,62121,162951,674,10,2,2.79,36,0.47,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
HCA8KD8XEY,62,133290,67534,435,108,4,20.6,24,0.64,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
CLZF2B4A1Z,29,116988,129760,386,32,3,14.09,36,0.12,High School,Self-employed,Divorced,No,Yes,Auto,Yes,0
9726V60FD5,48,52169,151285,398,42,1,13.9,24,0.66,PhD,Unemployed,Married,Yes,Yes,Auto,No,1
EX81PMME03,35,70079,52522,503,87,1,7.85,24,0.68,PhD,Self-employed,Single,Yes,No,Home,Yes,0
TWM2KFBINI,41,124336,41427,613,24,3,6.98,36,0.38,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
3KUYZX9UPG,21,146635,113449,348,36,3,9.35,48,0.23,PhD,Self-employed,Married,No,Yes,Business,Yes,0
1KI4FZGXJI,20,104833,58770,519,47,4,21.04,24,0.66,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
047VKYRW6I,52,84573,99638,408,3,1,16.68,36,0.8,PhD,Full-time,Single,Yes,No,Other,Yes,0
MPJ5HDSPX4,25,147654,134255,438,45,2,16.64,48,0.29,High School,Part-time,Single,No,Yes,Education,No,0
PTWA97HMAW,41,26681,107876,360,86,3,9.36,36,0.67,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1
1DHDANHE04,50,48439,245849,306,117,3,4.06,36,0.89,Master's,Self-employed,Married,No,Yes,Home,Yes,0
MHPIXZEGUV,33,66653,215056,769,38,1,15.25,48,0.17,Master's,Self-employed,Single,No,Yes,Education,Yes,0
8AQUOC3YOJ,23,111081,233149,839,87,2,20.79,12,0.56,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
JEVX8DXVPJ,27,19633,126585,402,100,1,20.04,36,0.26,PhD,Part-time,Divorced,No,No,Other,Yes,1
O81YGSUHT9,25,52417,186238,332,35,1,22.61,48,0.82,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
JADK3GBWWS,56,100498,247924,707,73,3,16.4,12,0.46,PhD,Full-time,Single,Yes,No,Other,No,0
6CEZAM0VT3,65,31334,80739,734,14,3,14.19,24,0.27,PhD,Unemployed,Married,Yes,Yes,Home,No,0
PTT8G0LJX9,51,64574,77111,831,33,4,22.88,48,0.79,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
WOVA2EJC85,34,97885,154870,355,1,1,22.21,12,0.9,PhD,Full-time,Married,Yes,Yes,Home,Yes,0
9NT0T30Q98,22,95364,233441,361,110,4,11.06,36,0.64,Master's,Part-time,Single,No,Yes,Education,No,0
C3VW2Z3HAT,37,40932,221180,601,95,4,9.65,48,0.77,Bachelor's,Self-employed,Married,No,No,Home,No,0
IPGUKU2C4P,30,63369,28208,605,18,3,9.06,24,0.58,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
ABAEBDYHSL,52,116527,220497,395,115,3,12.71,24,0.77,Bachelor's,Unemployed,Married,No,No,Business,Yes,0
3YQ3G37BM9,66,67400,91705,830,7,1,11.39,24,0.42,PhD,Part-time,Divorced,Yes,No,Education,Yes,0
ZQU3300MXH,39,81585,145784,637,81,4,22.97,48,0.31,Master's,Unemployed,Divorced,No,No,Auto,Yes,1
M4IYHF6B14,61,124724,42237,657,94,4,8.36,60,0.43,High School,Full-time,Single,No,Yes,Business,No,0
HXFK2F5UPS,38,32989,38271,356,102,3,15.75,60,0.86,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,0
DYJ7I013R3,54,89907,40909,820,28,1,15.83,48,0.34,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0
3AU7U4IKEO,34,145034,240768,599,33,3,16.85,36,0.17,Bachelor's,Self-employed,Married,Yes,No,Other,No,0
MB9UGQE91E,31,119033,163249,782,89,1,19.02,60,0.3,PhD,Part-time,Married,No,No,Other,No,0
PKVB72WTAS,43,77270,77049,379,82,1,24.17,60,0.81,High School,Self-employed,Married,Yes,Yes,Business,No,0
FNM1E9XR9T,50,146934,37807,715,22,4,23.71,12,0.89,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
1DCD9JFDC3,41,113254,137336,763,16,2,12.58,36,0.25,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0
DSNRXQBWRJ,38,98658,234449,619,40,3,7.12,24,0.31,Master's,Unemployed,Married,No,Yes,Auto,No,0
I5YL69BRCY,65,57228,247110,794,92,4,10.75,12,0.31,Bachelor's,Unemployed,Married,No,Yes,Business,Yes,0
44SZ4PPAKL,35,68983,197425,596,47,1,11.67,36,0.33,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
